chunk_id,user_id,cutDirDeviation_mean,cutDirDeviation_std,cutDirDeviation_min,cutDirDeviation_max,cutDistanceToCenter_mean,cutDistanceToCenter_std,cutDistanceToCenter_min,cutDistanceToCenter_max,wasCutTooSoon_mean,wasCutTooSoon_std,beforeCutRating_mean,beforeCutRating_std,beforeCutRating_min,beforeCutRating_max,afterCutRating_mean,afterCutRating_std,afterCutRating_min,afterCutRating_max,saberSpeed_mean,saberSpeed_std,saberSpeed_min,saberSpeed_max,cutAngle_mean,cutAngle_std,cutAngle_min,cutAngle_max
chunk1,00009567-9cfd-4310-a43f-ecf0944f6bbd,2.75862176771797e-17,1.0000003387893668,-14.057568311677356,13.336826924791142,4.611479793222108e-17,1.0000003387893668,-4.936191308530363,6.8331013429822,-9.927467993681582e-17,1.0000003387893668,-2.291647378231736e-17,1.0000003387893668,-7.855331477623037,1.7562566286303165,-1.5597047589548575e-16,1.0000003387893668,-5.320475799951021,4.803353843405986,5.513994228885254e-17,1.0000003387893668,-8.098915245533496,9.435982000276455,5.4831876432796134e-17,1.0000003387893668,-6.004716165116486,6.31697969369142
chunk1,00014938-83f5-4c99-9157-d8771774130c,4.4072630194961076e-17,1.0000011281352996,-5.631785864922064,11.673967213478225,5.291797036491078e-18,1.0000011281352996,-4.354369004120129,2.166942439186385,-5.362898741472001e-18,1.0000011281352996,1.287148302099209e-17,1.0000011281352996,-2.1813000085424705,4.901978944078912,-6.487666186206653e-17,1.0000011281352996,-4.796636639846699,4.139766117548721,-2.939037469833461e-18,1.0000011281352996,-5.088098894020787,7.114427037714592,2.1266728967338022e-17,1.0000011281352996,-3.659017267511493,3.501501291354214
chunk1,00019a5b-7797-44b0-8999-95dd057c7baf,1.0079609366252332e-16,1.000000190362245,-11.919429241780824,9.054537228063875,3.2001799581683597e-18,1.000000190362245,-4.633611712574116,5.47522890892701,-2.8478504531096397e-19,1.000000190362245,-1.6333997773133924e-17,1.000000190362245,-5.705436209227624,26.612958025786146,-1.3678467930370137e-16,1.000000190362245,-5.146433487225708,5.338858288558595,-1.197900553187841e-19,1.000000190362245,-16.53698171946314,9.516462567818143,1.072391961851452e-17,1.000000190362245,-8.121828764296044,6.991889184120836
chunk1,00029cc4-9421-47a7-a2fe-8cf626dc5d96,-3.145204565527772e-17,1.0001925113118229,-4.822588014162704,3.292220485579169,1.0724036490749924e-16,1.0001925113118229,-2.135562984046601,3.124274010725337,-1.5157663850444304e-16,1.000192511311823,-1.5324325505411128e-16,1.000192511311823,-4.761094855040577,1.0366497207074576,-1.3484637237123485e-16,1.000192511311823,-2.2076407475606605,2.692763308281082,2.248650329321622e-16,1.000192511311823,-3.0542507308192204,1.965647644624115,1.4555117867102706e-16,1.0001925113118229,-3.1741588541653103,4.549377119694125
chunk1,0002f007-281f-4635-8c09-45d6afad828d,-1.2406804666010162e-17,1.0000005451158303,-11.840086794099186,21.657400370610983,9.125170078260515e-18,1.0000005451158303,-3.627154347504841,4.266867459368394,-1.1833221022998953e-16,1.0000005451158303,5.637460848587263e-17,1.0000005451158303,-6.848759293533612,1.0017873129349573,-1.0338982706354017e-16,1.0000005451158303,-5.857666766173619,3.976225102778577,5.217065341244979e-17,1.0000005451158303,-4.540510750827066,6.617951702083352,1.1094445818458959e-16,1.0000005451158303,-3.386999286194896,7.327046197030754
chunk1,00037306-10aa-4ee3-8e6c-ca1d61d9618b,2.42136240248564e-17,1.0000010183252723,-13.201579653691018,12.080751171626918,6.572728872677241e-17,1.0000010183252723,-4.594739837678423,5.051281463785803,-1.8195804010457888e-16,1.0000010183252723,-1.677309072677023e-17,1.0000010183252723,-13.163132288650225,1.231852305893013,-1.3941845702140217e-16,1.0000010183252723,-4.93817984967877,3.0748225993089604,2.7838502663789777e-17,1.0000010183252723,-6.193511189548734,8.243466373950165,2.1150574724004818e-16,1.0000010183252723,-4.305531072914571,7.820874386874054
chunk1,0003a496-aada-4287-b4e8-48e968158152,-2.119613569765092e-17,1.00000097922237,-9.682523813006869,12.812250770333238,6.071467616172358e-18,1.00000097922237,-3.373498041682716,6.179173851098036,3.774090839347062e-17,1.00000097922237,-7.726917208777428e-18,1.00000097922237,-5.094365457680049,1.9557498707000445,-1.5545408085248142e-16,1.00000097922237,-4.1302452201812,3.2360751893431057,-1.4754038385626886e-16,1.00000097922237,-7.660096297497679,6.495268577653258,-2.815659261423323e-17,1.00000097922237,-4.689298365882334,4.236863549792881
chunk1,00048cdb-d15d-4f04-b6c1-639b5b11f430,-1.7245793108106703e-17,1.0000046662575914,-9.11045703660336,10.365984074872715,9.106319610537521e-17,1.0000046662575914,-3.789457409341908,4.77256347368013,-1.798272639626909e-17,1.0000046662575914,-1.1762051042362654e-17,1.0000046662575914,-3.1513352925614733,1.0111895723713606,-1.0709855362276738e-16,1.0000046662575914,-5.193265553797112,3.966616293847817,-7.912150947941304e-17,1.0000046662575914,-7.297935268413634,5.732959667200902,-4.0190709663014406e-18,1.0000046662575914,-4.118966477642242,4.916091073568537
chunk1,00049766-6fb4-49ac-b46a-c27367374b59,3.4583854691231844e-17,1.0000021807563517,-13.35907968938144,6.962721645383326,2.727510474992193e-18,1.0000021807563517,-2.893608609631873,2.8484638766395607,-6.781551498338408e-17,1.0000021807563517,-1.1982112947260543e-17,1.0000021807563517,-3.1439329098916025,1.7360745994951456,-1.7680053744673136e-16,1.0000021807563517,-5.155148695624858,4.737658994876994,-1.818403366609196e-17,1.0000021807563517,-4.694189472067879,6.895714556994989,2.6250548143242403e-17,1.0000021807563517,-2.034527922382852,4.208953995010878
chunk1,00060d20-4f3a-4c70-a967-5ea62dc2ea08,-5.375613602012944e-18,1.0000090538295436,-6.223719272457147,5.857958652352948,1.8854351559416195e-17,1.0000090538295436,-3.002768465527119,3.800837615554146,-1.987674089750846e-16,1.0000090538295436,1.7616794441465869e-16,1.0000090538295436,-11.497333769493308,1.6993376335735295,-2.1306095747402333e-16,1.0000090538295436,-11.157958754118775,3.5930763680545823,1.2147198066119303e-16,1.0000090538295436,-5.7452513878512335,9.049766994466165,1.546604641898511e-16,1.0000090538295436,-3.05343337065867,6.132601874312868
chunk1,000637b7-4ae4-4844-9c8d-db28a855abf7,1.7887868833103398e-17,1.0000004245627376,-7.0219717481626,9.59087319354813,-9.164794935932927e-18,1.0000004245627376,-3.488976802422875,2.409171308349555,-2.497022674868969e-17,1.0000004245627376,5.822674485427457e-18,1.0000004245627376,-2.612667533539617,1.8587505497843544,-1.2824429510359285e-16,1.0000004245627376,-9.38844509027754,4.808533599452055,2.739344225960531e-17,1.0000004245627376,-6.555686687827842,7.164764044936046,2.1873742626391704e-17,1.0000004245627376,-3.467467398227839,4.046440894166169
chunk1,00064a92-8890-44af-a2a4-f7b8dc3270dd,2.5067887726033013e-17,1.000000700190627,-10.268089911181164,15.575866276441468,2.0632074068574995e-17,1.000000700190627,-8.323207320863073,5.287030191279042,-9.416054550260612e-17,1.000000700190627,2.4967971781635197e-17,1.000000700190627,-20.686496769575317,4.069268561849096,-9.842316393163391e-17,1.000000700190627,-4.767137715220799,4.216878624722594,-8.631126502990014e-17,1.000000700190627,-11.797579026170633,4.126330121837754,9.838948724192582e-17,1.000000700190627,-4.804828722941084,8.673903495607162
chunk1,0006f748-48f1-4c38-8fc0-7ecdd335cc27,5.826767254365235e-18,1.0000040776299184,-7.185759275380896,7.338645995579524,2.500780113151606e-15,1.0000040776299184,-104.40052370367243,132.81189705745496,-1.755024469999256e-16,1.0000040776299184,-4.406223942464631e-17,1.0000040776299184,-132.8118970574549,16.237746048501798,6.248710470585579e-16,1.0000040776299184,-51.18446350643014,5.458231272423602,5.588078493984218e-17,1.0000040776299184,-7.669198507356767,6.936884835016629,4.9181784345539694e-15,1.0000040776299186,-38.946603970260426,132.81189705745498
chunk1,00082602-88f7-4a9e-b1ad-e0ce9cdf4235,-1.9462591661591214e-17,1.000000200987714,-16.195880154237283,13.051946376451314,-8.057546973433042e-18,1.000000200987714,-4.505180321518541,4.806914962801886,-2.9797012837426655e-17,1.000000200987714,6.2715608564046205e-18,1.000000200987714,-9.457620171351383,1.2831749625624154,-1.2022417018449245e-16,1.000000200987714,-5.390304928643515,5.333300145574586,1.387800076812123e-16,1.000000200987714,-6.74814028385853,7.676243991711006,5.75209602911882e-17,1.000000200987714,-5.711046060747932,6.835340462796245
chunk1,000855ea-3a80-4fc7-9bfc-8107a48d86e1,-1.2258612324302552e-19,1.0000007395571753,-13.93866126721245,14.991692015866915,-3.827362715169792e-18,1.0000007395571753,-2.9163253309665635,2.751002363266771,-2.0377064103723516e-17,1.0000007395571753,-1.3140213255420082e-17,1.0000007395571753,-4.336352176081403,1.4900274364062904,-6.938669007019623e-17,1.0000007395571753,-4.689557488865206,4.50712639425466,8.298669494135891e-17,1.0000007395571753,-9.654543633370192,9.149037464180902,2.588207036147962e-17,1.0000007395571753,-1.85081995544524,4.653204461203449
chunk1,000886e5-ed42-4df7-b332-682c0b375953,1.649594315269479e-17,1.0000003331345075,-42.86116368332812,15.605884172516006,2.16288948380433e-18,1.0000003331345075,-2.997995920031597,3.441472256486442,-9.477235055033607e-17,1.0000003331345075,9.246263157205568e-19,1.0000003331345075,-10.985771435687989,2.045611479659037,-8.208416331426966e-17,1.0000003331345075,-5.955645426405194,3.698873082333624,2.5767592701621097e-17,1.0000003331345075,-5.183626821727347,6.38618928978097,8.183706482509099e-17,1.0000003331345075,-3.0545792645343366,7.960445986744768
chunk1,0008b0b0-dff9-443c-9942-cb8128478b09,2.150862525413038e-17,1.0000070107299222,-10.3107172502124,8.461980632036756,4.900530579575064e-17,1.0000070107299222,-5.19771752339083,4.668568034777316,-3.094268002539045e-17,1.0000070107299222,1.517537501443523e-17,1.0000070107299222,-6.47913233859904,1.0921062954756136,-1.1868193845896558e-16,1.0000070107299222,-4.48015413311316,5.376975117018104,7.971458135569699e-18,1.0000070107299222,-5.639305281779448,6.493297845768202,2.8815673596237064e-17,1.0000070107299222,-4.0683644984824205,4.625637385755621
chunk1,000af111-87cb-4b3e-a2f8-a27474549652,1.1450633992669234e-17,1.0000015929692707,-21.24648357737708,11.480589721992295,2.2946012222822565e-18,1.0000015929692707,-5.119070860721821,4.6836817521043645,-1.263304026049255e-17,1.0000015929692707,-1.3448030902334793e-18,1.0000015929692707,-1.8109941034208192,1.8512568365369984,-1.3019392602792233e-16,1.0000015929692707,-6.607907706674761,3.64667898623066,1.0660553334422384e-16,1.0000015929692707,-29.266203807916558,12.375979459125958,-1.3265870567913374e-18,1.0000015929692707,-4.3484987306796254,4.915757405320691
chunk1,000b5666-c700-4d64-b313-ddfcf2bf0d24,1.6715234388403627e-17,1.0000016148553776,-9.691950513434094,11.448135169251913,2.384721772884417e-17,1.0000016148553776,-5.758106575602529,6.720576031321807,2.351643777489434e-17,1.0000016148553776,-1.413084791892567e-17,1.0000016148553776,-20.516725201738065,7.853183602646257,-1.3835109125951174e-16,1.0000016148553776,-5.154877420402987,5.172911810999251,-5.824519546038869e-17,1.0000016148553776,-10.325616350998253,8.95376690413708,-3.266644776122069e-17,1.0000016148553776,-8.054474627014399,7.552346727988275
chunk1,000c63ee-e1e5-4e10-9010-faea4b37ca18,-4.091757610304109e-18,1.0000048686321334,-16.20055159352946,12.270943998150466,3.475831877550935e-17,1.0000048686321334,-4.902754159051054,4.088686983958143,6.095259427788021e-17,1.0000048686321334,-1.8799383049719542e-17,1.0000048686321334,-3.189699784972164,1.3905712343279073,-2.0913496102075133e-16,1.0000048686321334,-4.4370424657272505,3.062684365103888,-3.616746172003548e-17,1.0000048686321334,-5.3268759878885525,5.943468270540151,-1.0854292437024816e-16,1.0000048686321334,-4.484661507131672,3.812802113359293
chunk1,000c64ed-2023-448b-8cb9-caa9828f3a44,2.6955767211298236e-18,1.0000001160679812,-22.71033975356524,15.253709706755684,1.0289745552254271e-17,1.0000001160679812,-7.513312417688618,7.105302364950474,-6.374453121764142e-18,1.0000001160679812,-1.2037440531134324e-18,1.0000001160679812,-11.613203064075837,14.355601977723616,-1.354811475813231e-16,1.0000001160679812,-25.03310996891912,6.174722192888022,1.7496026298215783e-18,1.0000001160679812,-13.861229036909071,14.65797614368201,-3.8940531398152072e-19,1.0000001160679812,-11.056398669616875,13.073595771013654
